Designation	Field	Group	Date	Trap	Time	Count	Xcoord	Ycoord	Distance	Direction	Radians	Nrelease
a20	1	1	2	3	180	0	1	42	35.51056181	279.7275786	4.882167254	400
a26	1	1	2	3	180	0	1	54	39.35733731	297.2161116	5.187399737	400
a32	1	1	2	3	180	0	1	66	46.09772229	310.6012946	5.421015253	400
b1	1	1	2	3	180	1	6	1	46.09772229	-139.3987054	-2.432966381	400
b33	1	1	2	3	180	0	6	71	46.09772229	319.3987054	5.574559035	400
h1	1	1	2	3	180	0	18	1	39.35733731	-152.7838884	-2.666581897	400
h33	1	1	2	3	180	0	18	71	39.35733731	332.7838884	5.808174551	400
n1	1	1	2	3	180	0	30	1	35.51056181	-170.2724214	-2.97181438	400
n33	1	1	2	3	180	0	30	71	35.51056181	350.2724214	6.113407033	400
t1	1	1	2	3	180	0	42	1	35.51056181	170.2724214	2.97181438	400
t33	1	1	2	3	180	0	42	71	35.51056181	369.7275786	6.452963581	400
z1	1	1	2	3	180	0	54	1	39.35733731	152.7838884	2.666581897	400
z33	1	1	2	3	180	0	54	71	39.35733731	387.2161116	6.758196063	400
af1	1	1	2	3	180	0	66	1	46.09772229	139.3987054	2.432966381	400
af33	1	1	2	3	180	0	66	71	46.09772229	400.6012946	6.991811579	400
ag2	1	1	2	3	180	0	71	6	46.09772229	130.6012946	2.279422599	400
ag8	1	1	2	3	180	0	71	18	39.35733731	117.2161116	2.045807083	400
ag14	1	1	2	3	180	0	71	30	35.51056181	99.72757855	1.740574601	400
ag20	1	1	2	3	180	0	71	42	35.51056181	80.27242145	1.401018053	400
ag26	1	1	2	3	180	0	71	54	39.35733731	62.78388844	1.095785571	400
ag32	1	1	2	3	180	0	71	66	46.09772229	49.39870535	0.862170055	400
a2	1	1	2	3	276	0	1	6	46.09772229	229.3987054	4.003762708	400
a8	1	1	2	3	276	0	1	18	39.35733731	242.7838884	4.237378224	400
a14	1	1	2	3	276	0	1	30	35.51056181	260.2724214	4.542610706	400
a20	1	1	2	3	276	0	1	42	35.51056181	279.7275786	4.882167254	400
a26	1	1	2	3	276	0	1	54	39.35733731	297.2161116	5.187399737	400
a32	1	1	2	3	276	0	1	66	46.09772229	310.6012946	5.421015253	400
b1	1	1	2	3	276	0	6	1	46.09772229	-139.3987054	-2.432966381	400
b33	1	1	2	3	276	0	6	71	46.09772229	319.3987054	5.574559035	400
h1	1	1	2	3	276	0	18	1	39.35733731	-152.7838884	-2.666581897	400
h33	1	1	2	3	276	0	18	71	39.35733731	332.7838884	5.808174551	400
n1	1	1	2	3	276	0	30	1	35.51056181	-170.2724214	-2.97181438	400
n33	1	1	2	3	276	0	30	71	35.51056181	350.2724214	6.113407033	400
t1	1	1	2	3	276	0	42	1	35.51056181	170.2724214	2.97181438	400
t33	1	1	2	3	276	0	42	71	35.51056181	369.7275786	6.452963581	400
z1	1	1	2	3	276	0	54	1	39.35733731	152.7838884	2.666581897	400
z33	1	1	2	3	276	0	54	71	39.35733731	387.2161116	6.758196063	400
af1	1	1	2	3	276	0	66	1	46.09772229	139.3987054	2.432966381	400
af33	1	1	2	3	276	0	66	71	46.09772229	400.6012946	6.991811579	400
ag2	1	1	2	3	276	0	71	6	46.09772229	130.6012946	2.279422599	400
ag8	1	1	2	3	276	0	71	18	39.35733731	117.2161116	2.045807083	400
ag14	1	1	2	3	276	0	71	30	35.51056181	99.72757855	1.740574601	400
ag20	1	1	2	3	276	0	71	42	35.51056181	80.27242145	1.401018053	400
ag26	1	1	2	3	276	0	71	54	39.35733731	62.78388844	1.095785571	400
ag32	1	1	2	3	276	0	71	66	46.09772229	49.39870535	0.862170055	400
b5	1	1	2	2	107	0	6	12	38.41874542	231.3401917	4.037648038	400
b11	1	1	2	2	107	0	6	24	32.31098884	248.1985905	4.331882603	400
b17	1	1	2	2	107	0	6	36	30	270	4.71238898	400
b23	1	1	2	2	107	0	6	48	32.31098884	291.8014095	5.092895357	400
b29	1	1	2	2	107	0	6	60	38.41874542	308.6598083	5.387129923	400
e2	1	1	2	2	107	0	12	6	38.41874542	-141.3401917	-2.466851711	400
e8	1	1	2	2	107	0	12	18	30	233.1301024	4.068887872	400
e14	1	1	2	2	107	0	12	30	24.73863375	255.9637565	4.467410317	400
e20	1	1	2	2	107	0	12	42	24.73863375	284.0362435	4.957367644	400
e26	1	1	2	2	107	0	12	54	30	306.8698976	5.355890089	400
e32	1	1	2	2	107	0	12	66	38.41874542	321.3401917	5.608444365	400
h5	1	1	2	2	107	0	18	12	30	-143.1301024	-2.498091545	400
h11	1	1	2	2	107	0	18	24	21.63330765	236.3099325	4.124386377	400
h17	1	1	2	2	107	0	18	36	18	270	4.71238898	400
h23	1	1	2	2	107	0	18	48	21.63330765	303.6900675	5.300391584	400
h29	1	1	2	2	107	0	18	60	30	323.1301024	5.639684198	400
k2	1	1	2	2	107	0	24	6	32.31098884	-158.1985905	-2.761086276	400
k8	1	1	2	2	107	0	24	18	21.63330765	-146.3099325	-2.55359005	400
k14	1	1	2	2	107	0	24	30	13.41640786	243.4349488	4.248741371	400
k20	1	1	2	2	107	0	24	42	13.41640786	296.5650512	5.176036589	400
k26	1	1	2	2	107	0	24	54	21.63330765	326.3099325	5.695182704	400
k32	1	1	2	2	107	0	24	66	32.31098884	338.1985905	5.90267893	400
n5	1	1	2	2	107	0	30	12	24.73863375	-165.9637565	-2.89661399	400
n11	1	1	2	2	107	0	30	24	13.41640786	-153.4349488	-2.677945045	400
n17	1	1	2	2	107	0	30	36	6	270	4.71238898	400
n23	1	1	2	2	107	0	30	48	13.41640786	333.4349488	5.819537698	400
n29	1	1	2	2	107	0	30	60	24.73863375	345.9637565	6.038206644	400
q2	1	1	2	2	107	0	36	6	30	180	3.141592654	400
q8	1	1	2	2	107	0	36	18	18	180	3.141592654	400
q14	1	1	2	2	107	0	36	30	6	180	3.141592654	400
q20	1	1	2	2	107	0	36	42	6	360	6.283185307	400
q26	1	1	2	2	107	0	36	54	18	360	6.283185307	400
q32	1	1	2	2	107	0	36	66	30	360	6.283185307	400
t5	1	1	2	2	107	0	42	12	24.73863375	165.9637565	2.89661399	400
t11	1	1	2	2	107	0	42	24	13.41640786	153.4349488	2.677945045	400
t17	1	1	2	2	107	0	42	36	6	90	1.570796327	400
t23	1	1	2	2	107	0	42	48	13.41640786	386.5650512	6.746832916	400
t29	1	1	2	2	107	0	42	60	24.73863375	374.0362435	6.52816397	400
w2	1	1	2	2	107	0	48	6	32.31098884	158.1985905	2.761086276	400
w8	1	1	2	2	107	0	48	18	21.63330765	146.3099325	2.55359005	400
w14	1	1	2	2	107	0	48	30	13.41640786	116.5650512	2.034443936	400
w20	1	1	2	2	107	0	48	42	13.41640786	63.43494882	1.107148718	400
w26	1	1	2	2	107	0	48	54	21.63330765	393.6900675	6.871187911	400
w32	1	1	2	2	107	0	48	66	32.31098884	381.8014095	6.663691684	400
z5	1	1	2	2	107	0	54	12	30	143.1301024	2.498091545	400
z11	1	1	2	2	107	0	54	24	21.63330765	123.6900675	2.15879893	400
z17	1	1	2	2	107	0	54	36	18	90	1.570796327	400
z23	1	1	2	2	107	0	54	48	21.63330765	56.30993247	0.982793723	400
z29	1	1	2	2	107	0	54	60	30	396.8698976	6.926686416	400
ac2	1	1	2	2	107	0	60	6	38.41874542	141.3401917	2.466851711	400
ac8	1	1	2	2	107	0	60	18	30	126.8698976	2.214297436	400
ac14	1	1	2	2	107	0	60	30	24.73863375	104.0362435	1.81577499	400
ac20	1	1	2	2	107	0	60	42	24.73863375	75.96375653	1.325817664	400
ac26	1	1	2	2	107	0	60	54	30	53.13010235	0.927295218	400
ac32	1	1	2	2	107	0	60	66	38.41874542	398.6598083	6.957926249	400
af5	1	1	2	2	107	0	66	12	38.41874542	128.6598083	2.245537269	400
af11	1	1	2	2	107	0	66	24	32.31098884	111.8014095	1.951302704	400
af17	1	1	2	2	107	0	66	36	30	90	1.570796327	400
af23	1	1	2	2	107	0	66	48	32.31098884	68.19859051	1.19028995	400
af29	1	1	2	2	107	0	66	60	38.41874542	51.34019175	0.896055385	400
b5	1	1	2	2	109	0	6	12	38.41874542	231.3401917	4.037648038	400
b11	1	1	2	2	109	0	6	24	32.31098884	248.1985905	4.331882603	400
b17	1	1	2	2	109	0	6	36	30	270	4.71238898	400
b23	1	1	2	2	109	0	6	48	32.31098884	291.8014095	5.092895357	400
b29	1	1	2	2	109	0	6	60	38.41874542	308.6598083	5.387129923	400
e2	1	1	2	2	109	0	12	6	38.41874542	-141.3401917	-2.466851711	400
e8	1	1	2	2	109	0	12	18	30	233.1301024	4.068887872	400
e14	1	1	2	2	109	0	12	30	24.73863375	255.9637565	4.467410317	400
e20	1	1	2	2	109	0	12	42	24.73863375	284.0362435	4.957367644	400
e26	1	1	2	2	109	0	12	54	30	306.8698976	5.355890089	400
e32	1	1	2	2	109	0	12	66	38.41874542	321.3401917	5.608444365	400
h5	1	1	2	2	109	0	18	12	30	-143.1301024	-2.498091545	400
h11	1	1	2	2	109	0	18	24	21.63330765	236.3099325	4.124386377	400
h17	1	1	2	2	109	0	18	36	18	270	4.71238898	400
h23	1	1	2	2	109	0	18	48	21.63330765	303.6900675	5.300391584	400
h29	1	1	2	2	109	0	18	60	30	323.1301024	5.639684198	400
k2	1	1	2	2	109	0	24	6	32.31098884	-158.1985905	-2.761086276	400
k8	1	1	2	2	109	0	24	18	21.63330765	-146.3099325	-2.55359005	400
k14	1	1	2	2	109	0	24	30	13.41640786	243.4349488	4.248741371	400
k20	1	1	2	2	109	0	24	42	13.41640786	296.5650512	5.176036589	400
k26	1	1	2	2	109	0	24	54	21.63330765	326.3099325	5.695182704	400
k32	1	1	2	2	109	0	24	66	32.31098884	338.1985905	5.90267893	400
n5	1	1	2	2	109	0	30	12	24.73863375	-165.9637565	-2.89661399	400
n11	1	1	2	2	109	0	30	24	13.41640786	-153.4349488	-2.677945045	400
n17	1	1	2	2	109	0	30	36	6	270	4.71238898	400
n23	1	1	2	2	109	0	30	48	13.41640786	333.4349488	5.819537698	400
n29	1	1	2	2	109	0	30	60	24.73863375	345.9637565	6.038206644	400
q2	1	1	2	2	109	0	36	6	30	180	3.141592654	400
q8	1	1	2	2	109	0	36	18	18	180	3.141592654	400
q14	1	1	2	2	109	0	36	30	6	180	3.141592654	400
q20	1	1	2	2	109	0	36	42	6	360	6.283185307	400
q26	1	1	2	2	109	0	36	54	18	360	6.283185307	400
q32	1	1	2	2	109	0	36	66	30	360	6.283185307	400
t5	1	1	2	2	109	0	42	12	24.73863375	165.9637565	2.89661399	400
t11	1	1	2	2	109	0	42	24	13.41640786	153.4349488	2.677945045	400
t17	1	1	2	2	109	0	42	36	6	90	1.570796327	400
t23	1	1	2	2	109	0	42	48	13.41640786	386.5650512	6.746832916	400
t29	1	1	2	2	109	0	42	60	24.73863375	374.0362435	6.52816397	400
w2	1	1	2	2	109	0	48	6	32.31098884	158.1985905	2.761086276	400
w8	1	1	2	2	109	0	48	18	21.63330765	146.3099325	2.55359005	400
w14	1	1	2	2	109	0	48	30	13.41640786	116.5650512	2.034443936	400
w20	1	1	2	2	109	0	48	42	13.41640786	63.43494882	1.107148718	400
w26	1	1	2	2	109	0	48	54	21.63330765	393.6900675	6.871187911	400
w32	1	1	2	2	109	0	48	66	32.31098884	381.8014095	6.663691684	400
z5	1	1	2	2	109	0	54	12	30	143.1301024	2.498091545	400
z11	1	1	2	2	109	0	54	24	21.63330765	123.6900675	2.15879893	400
z17	1	1	2	2	109	0	54	36	18	90	1.570796327	400
z23	1	1	2	2	109	0	54	48	21.63330765	56.30993247	0.982793723	400
z29	1	1	2	2	109	0	54	60	30	396.8698976	6.926686416	400
ac2	1	1	2	2	109	0	60	6	38.41874542	141.3401917	2.466851711	400
ac8	1	1	2	2	109	0	60	18	30	126.8698976	2.214297436	400
ac14	1	1	2	2	109	0	60	30	24.73863375	104.0362435	1.81577499	400
ac20	1	1	2	2	109	0	60	42	24.73863375	75.96375653	1.325817664	400
ac26	1	1	2	2	109	0	60	54	30	53.13010235	0.927295218	400
ac32	1	1	2	2	109	0	60	66	38.41874542	398.6598083	6.957926249	400
af5	1	1	2	2	109	0	66	12	38.41874542	128.6598083	2.245537269	400
af11	1	1	2	2	109	0	66	24	32.31098884	111.8014095	1.951302704	400
af17	1	1	2	2	109	0	66	36	30	90	1.570796327	400
af23	1	1	2	2	109	0	66	48	32.31098884	68.19859051	1.19028995	400
af29	1	1	2	2	109	0	66	60	38.41874542	51.34019175	0.896055385	400
b5	1	1	2	2	130	0	6	12	38.41874542	231.3401917	4.037648038	400
b11	1	1	2	2	130	0	6	24	32.31098884	248.1985905	4.331882603	400
b17	1	1	2	2	130	0	6	36	30	270	4.71238898	400
b23	1	1	2	2	130	0	6	48	32.31098884	291.8014095	5.092895357	400
b29	1	1	2	2	130	0	6	60	38.41874542	308.6598083	5.387129923	400
e2	1	1	2	2	130	0	12	6	38.41874542	-141.3401917	-2.466851711	400
e8	1	1	2	2	130	0	12	18	30	233.1301024	4.068887872	400
e14	1	1	2	2	130	0	12	30	24.73863375	255.9637565	4.467410317	400
e20	1	1	2	2	130	0	12	42	24.73863375	284.0362435	4.957367644	400
e26	1	1	2	2	130	0	12	54	30	306.8698976	5.355890089	400
e32	1	1	2	2	130	0	12	66	38.41874542	321.3401917	5.608444365	400
h5	1	1	2	2	130	0	18	12	30	-143.1301024	-2.498091545	400
h11	1	1	2	2	130	0	18	24	21.63330765	236.3099325	4.124386377	400
h17	1	1	2	2	130	0	18	36	18	270	4.71238898	400
h23	1	1	2	2	130	0	18	48	21.63330765	303.6900675	5.300391584	400
h29	1	1	2	2	130	0	18	60	30	323.1301024	5.639684198	400
k2	1	1	2	2	130	0	24	6	32.31098884	-158.1985905	-2.761086276	400
k8	1	1	2	2	130	0	24	18	21.63330765	-146.3099325	-2.55359005	400
k14	1	1	2	2	130	0	24	30	13.41640786	243.4349488	4.248741371	400
k20	1	1	2	2	130	0	24	42	13.41640786	296.5650512	5.176036589	400
k26	1	1	2	2	130	0	24	54	21.63330765	326.3099325	5.695182704	400
k32	1	1	2	2	130	0	24	66	32.31098884	338.1985905	5.90267893	400
n5	1	1	2	2	130	0	30	12	24.73863375	-165.9637565	-2.89661399	400
n11	1	1	2	2	130	0	30	24	13.41640786	-153.4349488	-2.677945045	400
n17	1	1	2	2	130	0	30	36	6	270	4.71238898	400
n23	1	1	2	2	130	0	30	48	13.41640786	333.4349488	5.819537698	400
n29	1	1	2	2	130	0	30	60	24.73863375	345.9637565	6.038206644	400
q2	1	1	2	2	130	0	36	6	30	180	3.141592654	400
q8	1	1	2	2	130	0	36	18	18	180	3.141592654	400
q14	1	1	2	2	130	0	36	30	6	180	3.141592654	400
q20	1	1	2	2	130	0	36	42	6	360	6.283185307	400
q26	1	1	2	2	130	0	36	54	18	360	6.283185307	400
q32	1	1	2	2	130	0	36	66	30	360	6.283185307	400
t5	1	1	2	2	130	0	42	12	24.73863375	165.9637565	2.89661399	400
t11	1	1	2	2	130	0	42	24	13.41640786	153.4349488	2.677945045	400
t17	1	1	2	2	130	1	42	36	6	90	1.570796327	400
t23	1	1	2	2	130	0	42	48	13.41640786	386.5650512	6.746832916	400
t29	1	1	2	2	130	0	42	60	24.73863375	374.0362435	6.52816397	400
w2	1	1	2	2	130	0	48	6	32.31098884	158.1985905	2.761086276	400
w8	1	1	2	2	130	0	48	18	21.63330765	146.3099325	2.55359005	400
w14	1	1	2	2	130	0	48	30	13.41640786	116.5650512	2.034443936	400
w20	1	1	2	2	130	0	48	42	13.41640786	63.43494882	1.107148718	400
w26	1	1	2	2	130	0	48	54	21.63330765	393.6900675	6.871187911	400
w32	1	1	2	2	130	0	48	66	32.31098884	381.8014095	6.663691684	400
z5	1	1	2	2	130	0	54	12	30	143.1301024	2.498091545	400
z11	1	1	2	2	130	0	54	24	21.63330765	123.6900675	2.15879893	400
z17	1	1	2	2	130	0	54	36	18	90	1.570796327	400
z23	1	1	2	2	130	0	54	48	21.63330765	56.30993247	0.982793723	400
z29	1	1	2	2	130	0	54	60	30	396.8698976	6.926686416	400
ac2	1	1	2	2	130	0	60	6	38.41874542	141.3401917	2.466851711	400
ac8	1	1	2	2	130	0	60	18	30	126.8698976	2.214297436	400
ac14	1	1	2	2	130	0	60	30	24.73863375	104.0362435	1.81577499	400
ac20	1	1	2	2	130	0	60	42	24.73863375	75.96375653	1.325817664	400
ac26	1	1	2	2	130	0	60	54	30	53.13010235	0.927295218	400
ac32	1	1	2	2	130	0	60	66	38.41874542	398.6598083	6.957926249	400
af5	1	1	2	2	130	0	66	12	38.41874542	128.6598083	2.245537269	400
af11	1	1	2	2	130	0	66	24	32.31098884	111.8014095	1.951302704	400
af17	1	1	2	2	130	1	66	36	30	90	1.570796327	400
af23	1	1	2	2	130	0	66	48	32.31098884	68.19859051	1.19028995	400
af29	1	1	2	2	130	0	66	60	38.41874542	51.34019175	0.896055385	400
b5	1	1	2	2	156	0	6	12	38.41874542	231.3401917	4.037648038	400
b11	1	1	2	2	156	0	6	24	32.31098884	248.1985905	4.331882603	400
b17	1	1	2	2	156	0	6	36	30	270	4.71238898	400
b23	1	1	2	2	156	0	6	48	32.31098884	291.8014095	5.092895357	400
b29	1	1	2	2	156	0	6	60	38.41874542	308.6598083	5.387129923	400
e2	1	1	2	2	156	0	12	6	38.41874542	-141.3401917	-2.466851711	400
e8	1	1	2	2	156	0	12	18	30	233.1301024	4.068887872	400
e14	1	1	2	2	156	0	12	30	24.73863375	255.9637565	4.467410317	400
e20	1	1	2	2	156	0	12	42	24.73863375	284.0362435	4.957367644	400
e26	1	1	2	2	156	0	12	54	30	306.8698976	5.355890089	400
e32	1	1	2	2	156	0	12	66	38.41874542	321.3401917	5.608444365	400
h5	1	1	2	2	156	0	18	12	30	-143.1301024	-2.498091545	400
h11	1	1	2	2	156	0	18	24	21.63330765	236.3099325	4.124386377	400
h17	1	1	2	2	156	0	18	36	18	270	4.71238898	400
h23	1	1	2	2	156	0	18	48	21.63330765	303.6900675	5.300391584	400
h29	1	1	2	2	156	0	18	60	30	323.1301024	5.639684198	400
k2	1	1	2	2	156	0	24	6	32.31098884	-158.1985905	-2.761086276	400
k8	1	1	2	2	156	0	24	18	21.63330765	-146.3099325	-2.55359005	400
k14	1	1	2	2	156	0	24	30	13.41640786	243.4349488	4.248741371	400
k20	1	1	2	2	156	0	24	42	13.41640786	296.5650512	5.176036589	400
k26	1	1	2	2	156	0	24	54	21.63330765	326.3099325	5.695182704	400
k32	1	1	2	2	156	0	24	66	32.31098884	338.1985905	5.90267893	400
n5	1	1	2	2	156	0	30	12	24.73863375	-165.9637565	-2.89661399	400
n11	1	1	2	2	156	0	30	24	13.41640786	-153.4349488	-2.677945045	400
n17	1	1	2	2	156	0	30	36	6	270	4.71238898	400
n23	1	1	2	2	156	0	30	48	13.41640786	333.4349488	5.819537698	400
n29	1	1	2	2	156	0	30	60	24.73863375	345.9637565	6.038206644	400
q2	1	1	2	2	156	0	36	6	30	180	3.141592654	400
q8	1	1	2	2	156	0	36	18	18	180	3.141592654	400
q14	1	1	2	2	156	0	36	30	6	180	3.141592654	400
q20	1	1	2	2	156	0	36	42	6	360	6.283185307	400
q26	1	1	2	2	156	0	36	54	18	360	6.283185307	400
q32	1	1	2	2	156	0	36	66	30	360	6.283185307	400
t5	1	1	2	2	156	0	42	12	24.73863375	165.9637565	2.89661399	400
t11	1	1	2	2	156	0	42	24	13.41640786	153.4349488	2.677945045	400
t17	1	1	2	2	156	0	42	36	6	90	1.570796327	400
t23	1	1	2	2	156	0	42	48	13.41640786	386.5650512	6.746832916	400
t29	1	1	2	2	156	0	42	60	24.73863375	374.0362435	6.52816397	400
w2	1	1	2	2	156	0	48	6	32.31098884	158.1985905	2.761086276	400
w8	1	1	2	2	156	0	48	18	21.63330765	146.3099325	2.55359005	400
w14	1	1	2	2	156	0	48	30	13.41640786	116.5650512	2.034443936	400
w20	1	1	2	2	156	0	48	42	13.41640786	63.43494882	1.107148718	400
w26	1	1	2	2	156	0	48	54	21.63330765	393.6900675	6.871187911	400
w32	1	1	2	2	156	0	48	66	32.31098884	381.8014095	6.663691684	400
z5	1	1	2	2	156	0	54	12	30	143.1301024	2.498091545	400
z11	1	1	2	2	156	0	54	24	21.63330765	123.6900675	2.15879893	400
z17	1	1	2	2	156	0	54	36	18	90	1.570796327	400
z23	1	1	2	2	156	0	54	48	21.63330765	56.30993247	0.982793723	400
z29	1	1	2	2	156	0	54	60	30	396.8698976	6.926686416	400
ac2	1	1	2	2	156	0	60	6	38.41874542	141.3401917	2.466851711	400
ac8	1	1	2	2	156	0	60	18	30	126.8698976	2.214297436	400
ac14	1	1	2	2	156	0	60	30	24.73863375	104.0362435	1.81577499	400
ac20	1	1	2	2	156	0	60	42	24.73863375	75.96375653	1.325817664	400
ac26	1	1	2	2	156	0	60	54	30	53.13010235	0.927295218	400
ac32	1	1	2	2	156	0	60	66	38.41874542	398.6598083	6.957926249	400
af5	1	1	2	2	156	0	66	12	38.41874542	128.6598083	2.245537269	400
af11	1	1	2	2	156	0	66	24	32.31098884	111.8014095	1.951302704	400
af17	1	1	2	2	156	0	66	36	30	90	1.570796327	400
af23	1	1	2	2	156	0	66	48	32.31098884	68.19859051	1.19028995	400
af29	1	1	2	2	156	0	66	60	38.41874542	51.34019175	0.896055385	400
b5	1	1	2	2	180	0	6	12	38.41874542	231.3401917	4.037648038	400
b11	1	1	2	2	180	0	6	24	32.31098884	248.1985905	4.331882603	400
b17	1	1	2	2	180	0	6	36	30	270	4.71238898	400
b23	1	1	2	2	180	0	6	48	32.31098884	291.8014095	5.092895357	400
b29	1	1	2	2	180	0	6	60	38.41874542	308.6598083	5.387129923	400
e2	1	1	2	2	180	0	12	6	38.41874542	-141.3401917	-2.466851711	400
e8	1	1	2	2	180	0	12	18	30	233.1301024	4.068887872	400
e14	1	1	2	2	180	0	12	30	24.73863375	255.9637565	4.467410317	400
e20	1	1	2	2	180	0	12	42	24.73863375	284.0362435	4.957367644	400
e26	1	1	2	2	180	0	12	54	30	306.8698976	5.355890089	400
e32	1	1	2	2	180	0	12	66	38.41874542	321.3401917	5.608444365	400
h5	1	1	2	2	180	0	18	12	30	-143.1301024	-2.498091545	400
h11	1	1	2	2	180	0	18	24	21.63330765	236.3099325	4.124386377	400
h17	1	1	2	2	180	0	18	36	18	270	4.71238898	400
h23	1	1	2	2	180	0	18	48	21.63330765	303.6900675	5.300391584	400
h29	1	1	2	2	180	0	18	60	30	323.1301024	5.639684198	400
k2	1	1	2	2	180	0	24	6	32.31098884	-158.1985905	-2.761086276	400
k8	1	1	2	2	180	0	24	18	21.63330765	-146.3099325	-2.55359005	400
k14	1	1	2	2	180	0	24	30	13.41640786	243.4349488	4.248741371	400
k20	1	1	2	2	180	0	24	42	13.41640786	296.5650512	5.176036589	400
k26	1	1	2	2	180	0	24	54	21.63330765	326.3099325	5.695182704	400
k32	1	1	2	2	180	0	24	66	32.31098884	338.1985905	5.90267893	400
n5	1	1	2	2	180	0	30	12	24.73863375	-165.9637565	-2.89661399	400
n11	1	1	2	2	180	0	30	24	13.41640786	-153.4349488	-2.677945045	400
n17	1	1	2	2	180	0	30	36	6	270	4.71238898	400
n23	1	1	2	2	180	0	30	48	13.41640786	333.4349488	5.819537698	400
n29	1	1	2	2	180	0	30	60	24.73863375	345.9637565	6.038206644	400
q2	1	1	2	2	180	0	36	6	30	180	3.141592654	400
q8	1	1	2	2	180	0	36	18	18	180	3.141592654	400
q14	1	1	2	2	180	0	36	30	6	180	3.141592654	400
q20	1	1	2	2	180	0	36	42	6	360	6.283185307	400
q26	1	1	2	2	180	0	36	54	18	360	6.283185307	400
q32	1	1	2	2	180	0	36	66	30	360	6.283185307	400
t5	1	1	2	2	180	0	42	12	24.73863375	165.9637565	2.89661399	400
t11	1	1	2	2	180	0	42	24	13.41640786	153.4349488	2.677945045	400
t17	1	1	2	2	180	0	42	36	6	90	1.570796327	400
t23	1	1	2	2	180	0	42	48	13.41640786	386.5650512	6.746832916	400
t29	1	1	2	2	180	0	42	60	24.73863375	374.0362435	6.52816397	400
w2	1	1	2	2	180	0	48	6	32.31098884	158.1985905	2.761086276	400
w8	1	1	2	2	180	0	48	18	21.63330765	146.3099325	2.55359005	400
w14	1	1	2	2	180	0	48	30	13.41640786	116.5650512	2.034443936	400
w20	1	1	2	2	180	0	48	42	13.41640786	63.43494882	1.107148718	400
w26	1	1	2	2	180	0	48	54	21.63330765	393.6900675	6.871187911	400
w32	1	1	2	2	180	0	48	66	32.31098884	381.8014095	6.663691684	400
z5	1	1	2	2	180	0	54	12	30	143.1301024	2.498091545	400
z11	1	1	2	2	180	0	54	24	21.63330765	123.6900675	2.15879893	400
z17	1	1	2	2	180	0	54	36	18	90	1.570796327	400
z23	1	1	2	2	180	0	54	48	21.63330765	56.30993247	0.982793723	400
z29	1	1	2	2	180	0	54	60	30	396.8698976	6.926686416	400
ac2	1	1	2	2	180	0	60	6	38.41874542	141.3401917	2.466851711	400
ac8	1	1	2	2	180	0	60	18	30	126.8698976	2.214297436	400
ac14	1	1	2	2	180	0	60	30	24.73863375	104.0362435	1.81577499	400
ac20	1	1	2	2	180	0	60	42	24.73863375	75.96375653	1.325817664	400
ac26	1	1	2	2	180	0	60	54	30	53.13010235	0.927295218	400
ac32	1	1	2	2	180	0	60	66	38.41874542	398.6598083	6.957926249	400
af5	1	1	2	2	180	0	66	12	38.41874542	128.6598083	2.245537269	400
af11	1	1	2	2	180	0	66	24	32.31098884	111.8014095	1.951302704	400
af17	1	1	2	2	180	0	66	36	30	90	1.570796327	400
af23	1	1	2	2	180	0	66	48	32.31098884	68.19859051	1.19028995	400
af29	1	1	2	2	180	0	66	60	38.41874542	51.34019175	0.896055385	400
b5	1	1	2	2	276	0	6	12	38.41874542	231.3401917	4.037648038	400
b11	1	1	2	2	276	0	6	24	32.31098884	248.1985905	4.331882603	400
b17	1	1	2	2	276	0	6	36	30	270	4.71238898	400
b23	1	1	2	2	276	0	6	48	32.31098884	291.8014095	5.092895357	400
b29	1	1	2	2	276	0	6	60	38.41874542	308.6598083	5.387129923	400
e2	1	1	2	2	276	0	12	6	38.41874542	-141.3401917	-2.466851711	400
e8	1	1	2	2	276	0	12	18	30	233.1301024	4.068887872	400
e14	1	1	2	2	276	0	12	30	24.73863375	255.9637565	4.467410317	400
e20	1	1	2	2	276	0	12	42	24.73863375	284.0362435	4.957367644	400
e26	1	1	2	2	276	0	12	54	30	306.8698976	5.355890089	400
e32	1	1	2	2	276	0	12	66	38.41874542	321.3401917	5.608444365	400
h5	1	1	2	2	276	0	18	12	30	-143.1301024	-2.498091545	400
h11	1	1	2	2	276	0	18	24	21.63330765	236.3099325	4.124386377	400
h17	1	1	2	2	276	0	18	36	18	270	4.71238898	400
h23	1	1	2	2	276	0	18	48	21.63330765	303.6900675	5.300391584	400
h29	1	1	2	2	276	0	18	60	30	323.1301024	5.639684198	400
k2	1	1	2	2	276	0	24	6	32.31098884	-158.1985905	-2.761086276	400
k8	1	1	2	2	276	0	24	18	21.63330765	-146.3099325	-2.55359005	400
k14	1	1	2	2	276	0	24	30	13.41640786	243.4349488	4.248741371	400
k20	1	1	2	2	276	0	24	42	13.41640786	296.5650512	5.176036589	400
k26	1	1	2	2	276	0	24	54	21.63330765	326.3099325	5.695182704	400
k32	1	1	2	2	276	0	24	66	32.31098884	338.1985905	5.90267893	400
n5	1	1	2	2	276	1	30	12	24.73863375	-165.9637565	-2.89661399	400
n11	1	1	2	2	276	0	30	24	13.41640786	-153.4349488	-2.677945045	400
n17	1	1	2	2	276	1	30	36	6	270	4.71238898	400
n23	1	1	2	2	276	0	30	48	13.41640786	333.4349488	5.819537698	400
